,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
8190,2,3,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,8,5,1,0,3,2,1101,999,2,3,999,9,30,TRUE
8191,1,2,1,2,2,2,2,2,1,999,9,2,2,8,999,9,9,9,3,3,1,0,2,2,1101,999,2,3,999,9,55,TRUE
8192,2,2,1,2,2,2,2,2,1,999,9,5,1,1,999,9,5,2,8,3,99,0,4,3,1101,999,2,3,999,9,62,TRUE
8193,1,4,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,1,4,99,0,2,1,1101,999,2,3,999,9,31,TRUE
8194,2,3,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,3,8,3,1,0,2,2,1101,999,2,3,999,9,51,TRUE
8195,2,2,1,2,2,2,2,2,5,999,9,9,9,1,999,9,5,1,1,4,2,2,2,2,1101,999,2,2,999,9,36,TRUE
8196,2,96,1,2,2,2,2,2,7,999,9,9,9,7,999,9,9,9,8,2,99,0,4,2,1101,999,2,3,999,9,72,TRUE
8197,1,4,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,8,4,1,0,2,1,1101,999,2,1,999,9,32,TRUE
8198,1,3,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,8,5,2,1,2,2,1101,999,2,3,999,9,24,FALSE
8199,1,3,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,3,1,3,1,1,2,2,1101,999,2,3,999,9,33,TRUE
8201,2,4,4,2,2,2,2,2,1,999,9,5,8,99,999,9,9,9,1,5,4,2,6,2,1298,999,4,3,999,9,35,TRUE
8202,2,2,1,2,2,2,2,2,8,999,9,9,9,1,999,9,5,3,5,5,3,0,6,3,1298,999,4,2,999,9,55,TRUE
8203,2,4,2,2,2,2,2,2,7,999,9,9,9,99,999,9,9,9,3,3,99,0,6,3,1298,999,4,3,999,9,71,TRUE
8204,2,4,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,4,3,99,0,6,4,1101,999,4,2,999,9,38,TRUE
8205,1,4,1,2,2,2,2,2,1,999,9,5,3,8,999,9,9,9,2,3,1,1,2,2,1101,999,4,1,999,9,35,TRUE
8206,1,2,4,2,2,2,2,2,1,999,9,5,2,99,999,9,9,9,2,1,99,0,6,3,1298,999,4,1,999,9,39,TRUE
8207,1,1,1,2,2,2,2,2,7,999,9,9,9,8,999,9,9,9,3,6,2,0,2,3,8300,999,4,1,999,9,74,TRUE
8208,2,4,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,3,2,4,16,0,2,2,1101,999,4,1,999,9,47,TRUE
8209,1,4,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,3,4,3,1,0,2,3,1101,999,4,1,999,9,53,TRUE
8210,2,2,1,2,2,2,2,2,1,999,9,5,8,1,999,9,5,8,2,2,99,0,2,3,8300,999,4,3,999,9,51,TRUE
8211,1,4,1,2,2,2,2,2,1,999,9,5,3,8,999,9,9,9,4,4,2,1,1,8,8300,999,4,1,999,9,51,TRUE
8212,1,2,1,2,2,2,2,2,1,999,9,5,2,8,999,9,9,9,5,5,2,0,6,2,1298,999,4,3,999,9,63,TRUE
8213,1,4,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,5,7,3,0,1,2,8300,999,4,1,999,9,28,FALSE
8214,2,4,1,2,2,2,2,2,8,999,9,9,9,1,999,9,5,2,3,2,2,0,6,4,9600,999,4,3,999,9,33,TRUE
8215,2,4,4,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,2,2,99,0,2,2,8300,999,4,1,999,9,35,TRUE
8217,2,4,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,3,4,3,99,0,6,4,1298,999,4,2,999,9,48,TRUE
8218,1,4,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,5,4,99,0,6,3,9600,999,4,3,999,9,25,FALSE
8219,2,3,1,2,2,2,2,2,8,999,9,9,9,7,999,9,9,9,2,4,1,0,6,4,1298,999,4,3,999,9,52,TRUE
8220,1,1,1,2,2,2,2,2,9,999,9,9,9,1,999,9,5,3,2,3,1,1,6,4,9600,999,4,3,999,9,50,TRUE
8221,2,8,1,2,2,2,2,2,8,999,9,9,9,7,999,9,9,9,5,4,99,0,6,4,1101,999,4,1,999,9,66,TRUE
8222,2,2,1,2,2,2,2,2,1,999,9,5,3,7,999,9,9,9,4,4,99,0,2,2,8300,999,4,2,999,9,58,TRUE
8223,2,96,2,2,2,2,2,2,7,999,9,9,9,7,999,9,9,9,1,2,99,0,6,4,1298,999,4,3,999,9,75,TRUE
8224,1,3,1,2,2,2,2,2,1,999,9,5,2,8,999,9,9,9,4,5,1,1,2,2,1298,999,4,2,999,9,53,TRUE
8225,1,4,4,2,2,2,2,2,1,999,9,1,3,99,999,9,9,9,4,4,99,0,6,2,1101,999,4,3,999,9,38,TRUE
8226,1,96,1,2,2,2,2,2,7,999,9,9,9,8,999,9,9,9,5,5,1,1,6,3,1101,999,4,3,999,9,76,TRUE
8227,1,4,3,2,8,8,2,2,1,999,9,5,3,99,999,9,9,9,5,3,99,0,2,1,1101,999,4,2,999,9,48,TRUE
8228,1,2,1,2,1,2,2,2,1,999,9,5,1,1,999,9,5,1,2,2,99,0,6,3,1101,999,4,998,999,9,66,TRUE
8230,1,3,1,2,2,2,8,2,10,999,9,9,9,1,999,9,2,3,2,3,1,0,4,3,1298,999,4,3,999,9,41,TRUE
8231,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,10,2,1,6,3,1298,999,4,3,999,9,30,TRUE
8234,2,4,1,2,2,2,2,2,1,999,9,5,3,7,999,9,9,9,3,2,99,0,6,3,1101,999,4,1,999,9,70,TRUE
8236,1,4,1,2,2,2,2,2,1,999,9,2,3,8,999,9,9,9,3,6,1,0,6,4,1298,999,4,3,999,9,42,TRUE
8237,1,2,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,3,5,6,1,1,6,3,1101,999,4,2,999,9,57,TRUE
8238,2,3,1,2,2,2,2,2,1,999,9,2,3,1,999,9,5,3,4,4,1,0,6,3,1298,999,4,2,999,9,43,TRUE
8239,2,96,2,2,2,2,2,2,7,999,9,9,9,99,999,9,9,9,2,3,99,0,6,4,1298,999,4,1,999,9,73,TRUE
8240,2,2,1,2,2,2,2,2,1,999,9,1,2,97,999,9,9,9,4,8,3,1,4,3,1101,999,4,3,999,9,51,TRUE
8241,2,2,1,2,7,8,2,2,8,999,9,9,9,1,999,9,5,3,2,7,2,1,6,3,1298,999,4,2,999,9,58,TRUE
8242,2,3,1,2,2,2,2,2,8,999,9,9,9,1,999,9,5,3,3,4,1,0,4,2,1101,999,4,1,999,9,26,TRUE
8243,1,2,1,2,2,2,2,2,1,999,9,5,2,8,999,9,9,9,4,5,1,1,6,2,1298,999,4,3,999,9,57,TRUE
8244,2,2,1,2,2,2,1,2,4,999,9,5,1,4,999,9,5,1,4,3,99,0,2,1,1101,999,4,1,999,9,55,TRUE
8245,1,2,2,2,2,2,2,2,7,999,9,9,9,7,999,9,9,9,3,2,99,0,6,2,1101,999,4,1,999,9,87,TRUE
8246,1,7,1,1,1,1,1,2,1,999,9,4,1,8,999,9,9,9,5,5,2,0,4,1,1101,999,4,1,999,9,57,TRUE
8247,2,2,1,2,2,2,2,2,8,999,9,9,9,1,999,9,5,1,2,5,2,1,6,3,1298,999,4,3,999,9,46,TRUE
8248,1,3,1,2,2,2,2,2,1,999,9,1,2,1,999,9,2,3,4,3,1,1,6,3,1298,999,4,3,999,9,39,TRUE
8249,2,7,3,2,2,2,2,2,7,999,9,9,9,99,999,9,9,9,5,2,99,0,6,2,1101,999,4,1,999,9,74,TRUE
8250,1,4,4,1,2,2,2,2,1,999,9,1,3,1,999,9,1,3,5,4,99,0,2,1,1101,999,4,1,999,9,43,TRUE
8251,2,2,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,3,5,2,1,6,2,1298,999,4,3,999,9,38,TRUE
8252,2,4,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,4,3,99,0,1,1,8300,999,4,1,999,9,26,FALSE
8253,1,4,4,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,3,3,99,0,6,3,1298,999,4,3,999,9,27,FALSE
8254,2,3,3,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,2,3,99,0,4,2,1298,999,4,3,999,9,65,TRUE
8255,1,2,1,1,2,2,2,2,1,999,9,2,3,1,999,9,2,3,2,3,99,0,1,1,1101,999,4,1,999,9,64,TRUE
8256,1,4,1,2,2,2,2,2,7,999,9,9,9,8,999,9,9,9,2,2,99,0,6,4,1101,999,4,1,999,9,73,TRUE
8257,2,4,4,2,2,2,2,2,1,999,9,2,2,99,999,9,9,9,3,4,1,1,3,2,1101,999,4,1,999,9,29,TRUE
8258,2,3,2,2,2,2,2,2,7,999,9,9,9,99,999,9,9,9,1,1,99,0,6,4,1101,999,4,4,999,9,75,TRUE
8259,2,4,1,2,2,2,2,2,1,999,9,1,3,1,999,9,5,3,5,2,99,0,6,3,1101,999,4,1,999,9,37,TRUE
8260,1,7,1,2,2,2,2,2,1,999,9,1,3,8,999,9,9,9,5,3,1,1,3,2,1101,999,4,1,999,9,58,TRUE
8261,2,4,1,2,2,2,2,2,1,999,9,1,3,1,999,9,1,3,4,4,99,0,4,3,1101,999,4,1,999,9,59,TRUE
8262,1,8,1,2,2,2,2,2,1,999,9,1,3,1,999,9,1,3,5,3,1,1,6,3,1101,999,4,1,999,9,41,TRUE
8263,1,4,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,8,4,99,0,6,3,1298,999,4,3,999,9,26,FALSE
8264,2,4,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,7,3,99,0,6,3,1101,999,4,3,999,9,27,TRUE
8265,1,7,1,2,2,2,2,2,8,999,9,9,9,1,999,9,5,3,8,2,99,0,6,3,1101,999,4,3,999,9,47,TRUE
8266,2,3,1,2,2,2,8,2,1,999,9,2,3,1,999,9,2,3,7,4,99,0,2,2,1101,999,4,1,999,9,60,FALSE
8267,1,7,1,2,2,2,2,2,1,999,9,1,3,1,999,9,1,3,4,3,1,1,6,3,1101,999,4,3,999,9,45,TRUE
8268,1,3,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,7,2,99,0,6,4,1101,999,4,2,999,9,64,TRUE
8269,1,4,4,2,2,2,8,2,6,999,9,9,9,99,999,9,9,9,8,5,99,0,6,4,1298,999,4,1,999,9,37,FALSE
8270,1,3,1,2,2,2,2,2,4,999,9,5,3,1,999,9,5,3,2,2,99,0,6,3,1101,999,4,1,999,9,81,TRUE
8271,2,8,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,5,99,0,6,3,1101,999,4,1,999,9,36,TRUE
8272,2,7,4,2,2,2,2,2,1,999,9,5,2,99,999,9,9,9,4,4,99,0,4,3,1101,999,4,1,999,9,35,TRUE
8273,2,2,1,2,2,2,2,2,8,999,9,9,9,1,999,9,2,3,2,11,6,3,4,2,1298,999,4,3,999,9,42,TRUE
8274,2,3,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,8,2,99,0,6,3,1298,999,4,3,999,9,57,FALSE
8275,1,4,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,3,4,3,1,1,6,3,1101,999,4,1,999,9,50,TRUE
8276,1,3,1,2,2,2,2,2,1,999,9,2,3,8,999,9,9,9,2,5,3,3,2,2,1298,999,4,3,999,9,35,TRUE
8277,1,3,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,5,2,2,0,1,1,8300,999,4,3,999,9,42,TRUE
8278,1,2,4,2,2,2,2,2,1,999,9,5,2,99,999,9,9,9,8,3,99,0,6,3,1298,999,4,3,999,9,25,FALSE
8279,2,4,4,2,2,2,2,2,1,999,9,2,3,8,999,9,9,9,2,4,1,0,2,2,1101,999,4,1,999,9,47,TRUE
8280,2,3,1,2,2,2,2,2,1,999,9,2,3,1,999,9,5,2,2,3,1,1,4,3,1101,999,4,3,999,9,39,TRUE
8281,1,3,1,2,2,2,2,2,1,999,9,2,2,8,999,9,9,9,7,2,99,0,4,3,1101,999,4,3,999,9,63,TRUE
8282,1,1,1,2,2,2,2,2,7,999,9,9,9,8,999,9,9,9,3,3,99,0,3,3,1101,999,4,2,999,9,75,TRUE
8283,2,1,1,2,2,2,2,2,1,999,9,2,3,7,999,9,9,9,2,5,99,0,6,4,1298,999,4,1,999,9,62,TRUE
8284,1,4,1,1,2,2,2,2,1,999,9,2,2,1,999,9,2,3,5,3,1,1,6,3,1298,999,4,1,999,9,39,TRUE
8285,2,4,1,2,2,2,2,2,1,999,9,1,3,1,999,9,5,3,4,4,99,0,4,3,1298,999,4,1,999,9,55,TRUE
8287,1,3,1,2,2,2,2,2,9,999,9,9,9,1,999,9,1,3,1,4,99,0,6,4,1298,999,4,3,999,9,61,TRUE
8288,2,7,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,2,1,3,1,1,2,2,1101,999,4,3,999,9,32,TRUE
8289,2,2,1,2,2,2,2,2,8,999,9,9,9,1,999,9,1,3,2,2,99,0,4,2,1101,999,4,1,999,9,63,TRUE
8290,1,7,1,2,2,2,2,2,1,999,9,4,3,1,999,9,2,3,5,4,2,1,2,3,7200,999,4,1,999,9,45,TRUE
8291,2,4,4,2,2,2,2,2,1,999,9,2,2,99,999,9,9,9,7,1,99,0,6,3,7200,999,4,3,999,9,36,TRUE
8292,1,4,4,2,2,2,2,2,1,999,9,4,3,99,999,9,9,9,8,3,99,0,6,2,1101,999,4,4,999,9,31,TRUE
8293,2,96,4,2,2,2,2,2,1,999,9,5,3,99,999,9,9,9,7,2,99,0,2,2,1101,999,4,2,999,9,46,FALSE
8294,1,2,1,2,2,2,2,2,7,999,9,9,9,7,999,9,9,9,7,3,99,0,6,4,7200,999,4,1,999,9,67,TRUE
8295,1,3,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,8,3,99,0,4,4,1298,999,4,2,999,9,33,TRUE
8297,1,2,1,2,2,2,2,2,1,999,9,2,2,1,999,9,2,3,8,3,1,1,6,3,1101,999,4,2,999,9,43,TRUE
8298,1,4,1,8,7,2,1,2,1,999,9,2,2,1,999,9,2,3,7,2,2,0,4,3,1101,999,4,3,999,9,43,TRUE
8299,1,7,4,2,2,2,2,2,1,999,9,1,3,99,999,9,9,9,5,1,99,0,1,1,8300,999,4,2,999,9,34,TRUE
8300,2,4,1,2,2,2,2,2,5,999,9,9,9,5,999,9,9,9,3,5,2,1,3,3,1101,999,4,1,999,9,38,TRUE
8303,2,7,3,2,1,8,2,1,1,999,9,2,3,1,999,9,2,3,5,2,2,0,4,2,1298,999,4,3,999,9,57,TRUE
8304,2,2,1,2,8,8,2,2,1,999,9,5,1,1,999,9,5,3,3,4,2,2,4,2,1101,999,4,3,999,9,73,TRUE
8305,1,2,1,2,2,2,2,2,7,999,9,9,9,8,999,9,9,9,4,5,1,1,4,3,1101,999,4,3,999,9,74,TRUE
8306,2,4,3,2,2,2,2,2,1,999,9,5,3,1,999,9,2,3,2,3,1,0,2,2,1101,999,4,3,999,9,47,TRUE
8307,2,4,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,2,3,5,3,1,4,3,1298,999,4,3,999,9,41,TRUE
8308,1,7,1,2,2,2,2,2,1,999,9,2,2,1,999,9,1,3,5,5,2,1,6,3,1101,999,4,3,999,9,48,TRUE
8309,1,4,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,4,3,1,0,3,2,1101,999,4,2,999,9,55,TRUE
8310,2,3,4,2,2,2,2,2,10,999,9,9,9,97,999,9,9,9,4,4,99,0,4,1,1101,999,4,3,999,9,29,TRUE
8311,2,1,1,2,2,2,2,2,7,999,9,9,9,7,999,9,9,9,5,6,1,0,6,3,1101,999,4,3,999,9,71,TRUE
8312,2,4,4,2,2,2,2,2,1,999,9,2,2,99,999,9,9,9,3,3,99,0,1,2,1101,999,4,2,999,9,41,TRUE
8313,1,4,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,4,2,99,0,1,1,8300,999,4,1,999,9,38,TRUE
8314,1,2,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,3,2,5,4,1,2,2,1298,999,4,3,999,9,59,TRUE
8315,1,3,1,2,2,2,2,2,10,999,9,9,9,8,999,9,9,9,2,4,2,1,1,1,1298,999,4,2,999,9,45,TRUE
8316,2,4,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,5,3,99,0,6,3,1298,999,4,1,999,9,28,FALSE
8317,2,3,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,3,3,6,4,2,2,2,1101,999,4,3,999,9,47,TRUE
8318,2,2,2,2,2,2,2,2,7,999,9,9,9,99,999,9,9,9,2,2,99,0,6,3,1298,999,4,1,999,9,60,TRUE
8319,1,3,1,2,2,2,2,1,1,999,9,5,3,8,999,9,9,9,3,4,2,0,2,1,1101,999,4,3,999,9,52,TRUE
8320,2,8,4,1,2,2,2,1,1,999,9,2,3,99,999,9,9,9,5,3,99,0,6,2,1101,999,4,3,999,9,41,TRUE
8321,1,2,1,2,2,2,2,2,1,999,9,5,2,8,999,9,9,9,2,5,2,1,3,2,1298,999,4,2,999,9,63,TRUE
8322,2,2,1,2,2,2,2,2,8,999,9,9,9,1,999,9,2,3,3,4,1,0,6,4,1101,999,4,3,999,9,73,TRUE
8323,2,3,1,2,1,2,2,2,8,999,9,9,9,1,999,9,5,3,4,6,3,1,4,3,1298,999,4,3,999,9,60,FALSE
8324,2,4,1,2,1,2,2,2,1,999,9,2,3,1,999,9,1,3,3,2,99,0,2,2,8300,999,4,3,999,9,30,FALSE
8325,1,4,1,2,2,2,2,2,1,999,9,1,3,1,999,9,1,3,3,2,99,0,3,3,1101,999,4,1,999,9,39,FALSE
8326,2,3,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,1,2,99,0,4,2,1101,999,4,1,999,9,28,TRUE
8327,2,3,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,1,3,1,1,6,3,1298,999,4,2,999,9,36,TRUE
8328,1,2,1,2,2,2,2,2,1,999,9,5,3,8,999,9,9,9,2,4,99,0,2,1,1101,999,4,3,999,9,60,TRUE
8329,2,2,1,2,2,2,2,2,8,999,9,9,9,1,999,9,5,2,2,3,99,0,2,2,1101,999,4,3,999,9,57,TRUE
8330,1,2,4,2,2,2,2,2,1,999,9,1,3,99,999,9,9,9,1,4,1,0,1,1,8300,999,4,2,999,9,35,TRUE
8331,1,3,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,2,4,1,0,2,2,1101,999,4,1,999,9,48,TRUE
8332,2,3,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,2,99,0,6,3,1298,999,4,1,999,9,44,TRUE
8333,1,2,1,2,2,2,2,2,1,999,9,2,3,1,999,9,1,3,2,4,1,0,2,3,1101,999,4,1,999,9,60,TRUE
8334,2,7,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,5,4,1,0,2,2,1101,999,4,1,999,9,61,TRUE
8335,1,4,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,3,3,99,0,2,2,1298,999,4,3,999,9,27,FALSE
8336,1,2,1,2,2,2,2,2,1,999,9,5,2,8,999,9,9,9,4,4,99,0,2,4,1101,999,4,3,999,9,75,TRUE
8337,2,3,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,2,4,4,1,0,1,1,8300,999,4,2,999,9,63,TRUE
8338,2,2,2,2,2,2,2,2,8,999,9,9,9,1,999,9,2,3,2,3,99,0,2,3,1101,999,4,2,999,9,73,TRUE
8339,1,7,1,2,2,2,2,2,7,999,9,9,9,7,999,9,9,9,2,3,99,0,6,3,1101,999,4,1,999,9,74,TRUE
8340,2,4,1,1,1,2,8,8,1,999,9,2,3,1,999,9,2,3,2,3,1,1,6,4,1298,999,4,3,999,9,29,TRUE
8341,1,3,1,2,2,2,2,2,7,999,9,9,9,8,999,9,9,9,3,3,99,0,4,4,1101,999,4,3,999,9,69,TRUE
8342,2,2,4,2,1,2,2,2,1,999,9,5,3,99,999,9,9,9,2,4,99,0,6,2,1101,999,4,3,999,9,36,TRUE
8343,2,7,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,3,4,3,1,1,6,2,1101,999,4,3,999,9,40,TRUE
8344,2,3,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,3,4,1,0,6,2,1298,999,4,2,999,9,27,FALSE
8345,2,4,1,2,2,2,1,1,8,999,9,9,9,1,999,9,2,1,5,3,1,0,6,4,1101,999,4,3,999,9,62,TRUE
8346,2,2,1,2,2,2,2,2,1,999,9,4,3,1,999,9,4,3,3,5,1,0,6,2,1101,999,4,2,999,9,52,TRUE
8347,2,2,1,2,2,2,2,2,7,999,9,9,9,7,999,9,9,9,5,5,99,0,6,4,1101,999,4,2,999,9,72,TRUE
8348,1,4,1,2,1,2,2,1,1,999,9,5,2,1,999,9,5,2,4,4,1,0,3,2,1101,999,4,2,999,9,53,TRUE
8349,1,3,1,2,1,2,2,2,1,999,9,2,3,1,999,9,2,3,5,4,1,0,4,3,7200,999,4,3,999,9,42,TRUE
8350,1,4,1,2,2,2,2,1,1,999,9,5,2,1,999,9,5,2,5,4,1,0,4,2,1101,999,4,3,999,9,60,TRUE
8351,1,3,1,2,2,2,2,2,1,999,9,1,3,1,999,9,1,3,2,3,1,1,6,3,1101,999,4,2,999,9,31,TRUE
8352,1,4,1,2,2,2,2,2,1,999,9,1,3,1,999,9,2,3,3,5,2,0,6,1,1298,999,4,4,999,9,65,TRUE
8353,2,4,2,2,2,2,2,1,1,999,9,1,3,1,999,9,1,2,3,3,99,0,6,4,1298,999,4,1,999,9,70,TRUE
8354,1,4,4,2,2,2,2,2,1,999,9,1,3,99,999,9,9,9,5,4,99,0,2,1,1101,999,4,4,999,9,35,TRUE
8355,1,4,4,2,2,2,2,2,1,999,9,1,3,99,999,9,9,9,4,5,1,0,4,2,1101,999,4,4,999,9,27,FALSE
8356,2,4,4,2,2,2,2,2,1,999,9,1,3,99,999,9,9,9,5,5,1,1,6,3,1101,999,4,1,999,9,30,TRUE
8357,2,96,1,2,2,2,2,2,8,999,9,9,9,1,999,9,5,1,2,2,99,0,6,3,1298,999,4,3,999,9,69,TRUE
8358,1,2,1,2,2,2,2,2,1,999,9,5,2,8,999,9,9,9,3,5,3,2,6,1,1101,999,4,1,999,9,43,TRUE
8359,2,3,1,2,2,2,2,2,1,999,9,1,3,1,999,9,1,2,3,3,1,0,6,3,1101,999,4,1,999,9,38,TRUE
8360,1,3,1,2,2,2,2,2,1,999,9,1,3,8,999,9,9,9,2,2,99,0,3,1,1101,999,4,2,999,9,40,TRUE
8361,1,1,1,2,2,2,2,2,1,999,9,5,1,8,999,9,9,9,4,4,1,1,2,3,1101,999,4,1,999,9,60,TRUE
8362,1,3,1,2,2,2,2,2,1,999,9,5,2,8,999,9,9,9,4,2,99,0,3,2,1101,999,4,1,999,9,35,TRUE
8363,2,2,2,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,2,99,0,2,3,1101,999,4,3,999,9,58,TRUE
8364,2,3,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,3,3,1,0,6,3,1298,999,4,1,999,9,24,FALSE
8365,1,2,1,2,2,2,2,2,1,999,9,1,1,8,999,9,9,9,2,4,2,1,2,1,1101,999,4,1,999,9,49,TRUE
8366,2,7,1,1,2,2,2,2,1,999,9,1,3,1,999,9,1,2,5,2,99,0,6,3,1101,999,4,1,999,9,39,TRUE
8367,1,96,1,2,2,2,2,2,7,999,9,9,9,7,999,9,9,9,2,2,99,0,6,3,1101,999,4,4,999,9,78,TRUE
8368,2,1,2,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,2,1,6,3,1101,999,4,3,999,9,80,TRUE
8369,2,4,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,2,1,6,3,1,1,2,1101,999,4,2,999,9,34,TRUE
8370,1,2,1,2,2,2,2,2,1,999,9,4,2,1,999,9,5,2,2,2,99,0,2,4,1101,999,4,2,999,9,49,TRUE
8371,1,4,4,2,2,2,2,1,97,999,9,9,9,7,999,9,9,9,2,6,99,0,2,2,8300,999,4,3,999,9,36,TRUE
8373,2,3,4,2,2,2,2,2,6,999,9,9,9,97,999,9,9,9,7,4,2,0,2,2,1298,999,4,3,999,9,23,FALSE
8374,2,4,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,2,1,2,99,0,6,4,1298,999,4,2,999,9,31,TRUE
8375,1,4,4,2,1,2,1,2,1,999,9,5,3,1,999,9,2,7,5,5,99,0,2,2,7200,999,4,1,999,9,29,FALSE
8376,2,2,1,2,2,2,2,2,1,999,9,2,3,1,999,9,2,2,1,4,2,0,6,3,1298,999,4,2,999,9,44,TRUE
8378,2,2,1,2,2,2,2,2,8,999,9,9,9,1,999,9,5,1,1,2,99,0,4,2,1101,999,4,3,999,9,52,TRUE
8379,2,96,1,2,2,2,2,2,8,999,9,9,9,8,999,9,9,9,1,5,2,1,6,2,1101,999,4,3,999,9,69,TRUE
8380,1,3,1,2,2,2,2,2,5,999,9,9,9,1,999,9,2,3,5,3,99,0,4,2,1101,999,4,3,999,9,63,TRUE
8383,2,4,1,2,2,2,2,2,8,999,9,9,9,1,999,9,5,3,2,4,2,1,6,3,1101,999,4,3,999,9,32,TRUE
8384,2,4,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,3,5,5,1,0,6,3,1101,999,4,1,999,9,50,TRUE
8385,2,4,1,2,2,2,2,2,1,999,9,5,3,1,999,9,5,3,3,4,2,1,4,2,1101,999,4,3,999,9,37,TRUE
8386,2,2,1,2,2,2,2,2,8,999,9,9,9,1,999,9,5,3,2,4,2,1,6,3,1298,999,4,3,999,9,45,TRUE
8387,2,3,1,2,2,2,2,2,1,999,9,2,2,1,999,9,2,3,3,4,2,1,3,3,1101,999,4,1,999,9,42,TRUE
8388,2,3,1,8,8,7,1,8,1,999,9,8,8,1,999,9,9,3,1,2,99,0,8,8,1298,999,4,4,999,9,36,TRUE
8389,1,2,1,2,2,2,2,2,1,999,9,2,1,10,999,9,9,9,7,5,2,2,6,2,1101,999,4,2,999,9,53,TRUE
8390,1,4,1,7,7,7,7,7,97,999,9,9,9,97,999,9,9,9,7,4,2,1,1,1,9600,999,4,997,999,9,25,TRUE
8391,1,4,1,2,2,2,2,2,1,999,9,1,3,1,999,9,1,3,2,5,2,1,3,1,1101,999,4,3,999,9,62,TRUE
8392,2,7,3,2,2,2,2,2,1,999,9,1,3,1,999,9,1,3,3,2,99,0,3,3,1101,999,4,3,999,9,59,TRUE
8396,1,4,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,3,4,1,0,6,3,1101,999,4,3,999,9,26,FALSE
8397,2,4,4,2,2,2,2,2,1,999,9,2,3,99,999,9,9,9,8,3,99,0,6,3,1101,999,4,1,999,9,26,FALSE
8398,1,4,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,7,5,99,0,2,1,1101,999,4,1,999,9,33,TRUE
8399,1,4,1,1,2,2,2,2,1,999,9,2,3,1,999,9,2,4,3,3,1,1,6,3,1298,999,4,3,999,9,45,TRUE
8400,2,7,1,2,2,2,2,2,1,999,9,5,3,1,999,9,1,3,7,3,1,1,6,3,1101,999,4,1,999,9,39,TRUE
8401,2,8,1,1,2,2,2,2,1,999,9,1,3,1,999,9,2,3,5,4,2,1,6,3,1101,999,4,3,999,9,44,TRUE
