,acres,price,road_gis_percent,lake_percent,river_percent,flood_per,long_centroid,lat_centroid,baths,improvval
50,11.36,155500.0,61.02867550179971,0.0,0.0,2.9772028003528272,-99.95113892349858,32.2210048,2.0,6000.0
51,10.02,1200000.0,30.56328104380636,0.0,0.0,0.0,-99.70079313380636,32.32778805,4.0,566350.0
52,19.0,640000.0,24.074313356428384,0.0,0.0,0.0,-98.16343716825088,26.265287,,
53,11.63,260000.0,10.995988602396896,0.0,0.0,0.0,-98.4155435503925,26.31022185,2.0,
54,13.01,1750000.0,83.72383580691864,0.0,0.0,0.0,-102.29489838348792,31.9133587330892,,18229846.0
55,20.0,600000.0,21.57068791389425,0.0,0.0,48.79698988081661,-102.46968406117206,31.865495908332225,2.0,0.0
56,12.25,435000.0,3.486065417054936,0.0,0.0,0.0,-102.47836925214344,31.85531415346363,2.0,215830.0
57,11.93,715000.0,22.75463583345332,0.0,0.0,0.0,-102.4436762438419,31.829566850447364,3.0,76662.0
58,10.0,1500000.0,0.0,0.0,0.0,98.72404124801672,-102.33343941901634,31.81202667261985,,0.0
59,100.0,2500000.0,0.0,0.0,0.0,0.0,-102.48245486441428,31.87324468761335,8.0,651889.0
60,102.0,2044800.0,21.27613649157646,0.0,71.8789435675878,68.62970053257776,-95.77902390181852,29.47130725,,0.0
61,47.0,899000.0,10.25089996034384,0.0,0.0,69.59695820051208,-95.78275197313944,29.30327295,2.0,1640.0
62,50.0,2400000.0,7.775568700821493,0.0,0.0,0.0,-95.98740164523798,29.6499748,3.0,199280.0
63,184.21,2578800.0,2.9913517430101537,0.0,39.07737627776813,0.0,-96.0230599814617,29.65610335,,5200.0
64,665.87,16646775.0,19.08311857135492,0.0,89.60381625593247,0.0,-96.00948738048388,29.6383808,,18290.0
65,15.3,484000.0,17.29151006863638,0.0,0.0,0.0,-95.8742858476064,29.43264185,,195951.0
66,48.0,13500000.0,13.72129643638166,0.0,0.0,24.85455830719529,-95.8152611481044,29.64192275,,3669162.0
67,50.0,975000.0,17.30552563654193,0.0,0.0,0.0,-96.0299472376351,29.58069295,,0.0
68,95.71,1914200.0,70.0002107694792,0.0,0.0,0.0,-95.83836040143775,29.4361993,1.0,79190.0
69,70.35,5980523.0,18.246562960236574,12.006896999288353,47.3979556242739,22.749088491193973,-95.91408284924978,29.67459235,,228140.0
70,42.69,5000000.0,15.568943188772858,0.0,0.0,2.684116332183763,-95.93117226005435,29.7180455,4.0,600.0
71,13.2,1698000.0,21.30599708535056,0.0,0.0,0.0,-95.88374387728943,29.67327565,2.0,34610.0
72,12.26,1495000.0,10.447098596460249,0.0,0.0,0.0,-95.81806883932582,29.6604437,4.0,0.0
73,19.94,2200000.0,5.145171224797513,0.0,0.0,0.0,-95.81679304098088,29.65719965,,227314.0
74,18.0,524900.0,18.7250413598018,0.0,0.0,0.0,-95.79081638532335,29.424408550000003,2.0,181460.0
75,80.0,2880000.0,17.16812440059145,0.0,0.0,0.0,-95.89429911176228,29.55955715,,4340.0
76,65.33,674900.0,9.66413558436424,0.0,0.0,0.0,-95.76350017204494,29.3712465,2.0,149120.0
77,10.01,1085210.0,14.200324279263544,0.0,0.0,0.0,-95.80802446582084,29.391899350000003,3.0,837720.0
78,10.0,595000.0,12.493785862863223,0.0,0.0,0.0,-95.79397003865992,29.379155150000003,2.0,346480.0
79,17.43,235900.0,6.400439966942797,0.0,0.0,0.0,-95.92562518011768,29.45853445,2.0,0.0
80,18.2,675000.0,23.835418206725823,0.0,0.0,49.27510901370495,-95.99761468842412,29.5369037,3.0,262890.0
81,248.02,1560000.0,4.6715158562682015,0.0,86.67689997604715,0.0,-95.82895214920887,29.58542205,,0.0
82,35.67,2600000.0,15.460703483645268,0.0,0.0,12.051392786746549,-95.94664935348408,29.66231145,2.0,779523.0
83,14.07,1850000.0,6.860722116224477,0.0,54.908729113595726,0.954661669242837,-95.94663275635124,29.64469245,3.0,318210.0
84,19.5,1199000.0,3.965179003274002,0.0,0.0,0.0,-95.87408915605435,29.4232402,4.0,29530.0
85,15.0,485000.0,17.29151006863638,0.0,0.0,0.0,-95.8742858476064,29.43264185,2.0,195951.0
86,40.37,870000.0,5.183638249155434,0.0,0.0,0.0,-95.7196356627905,29.31496675,3.0,21400.0
87,15.35,450000.0,15.598739191649358,0.0,0.0,0.0,-95.81393308296242,29.58095805,,23340.0
88,99.0,1250000.0,52.17217543578567,0.0,0.0,0.0,-96.01498474021568,29.5193098,2.0,19310.0
89,59.41,1485375.0,52.37768821004106,0.0,0.0,47.51702238723298,-95.9402747810552,29.49505615,,81730.0
90,127.83,13920500.0,55.90082853712276,0.0,0.0,50.71558870505575,-95.8519003546883,29.5290923,,46100.0
91,477.6,5731200.0,61.2355520470566,24.297061805491527,0.0,0.0,-95.7487811829902,29.360259300000003,,118660.0
92,70.35,1777000.0,20.147131559728106,0.0,0.0,0.0,-95.80611133400208,29.39848915,3.0,0.0
93,155.5,1555000.0,25.84055411427287,0.0,0.0,0.0,-95.87843012225468,29.3778903,,0.0
94,23.54,169900.0,18.57899640643904,0.0,0.0,13.665275567164448,-94.24351774815102,32.68181955,2.0,54170.0
95,24.83,87000.0,7.797796188498453,0.0,0.0,0.0,-94.41733054484315,32.5081991,,215090.0
96,18.97,5577749.0,16.109019267950337,0.0,0.0,0.0,-95.90313485005753,29.7001131,,0.0
97,98.47,1200000.0,51.25455827535284,0.0,0.0,0.0,-95.87647350094127,29.36669405,,0.0
98,10.33,995000.0,11.723461261855448,0.0,0.0,0.0,-94.69912495334444,32.58491455,3.0,60650.0
99,18.99,399900.0,10.707204445432756,0.0,0.0,0.0,-94.245135587807,32.50806125,3.0,121140.0
100,36.5,399000.0,9.660127424500134,0.0,0.0,16.990277545844926,-94.58431542673534,32.56112885,,36720.0
101,213.71,1380000.0,21.661375400684527,0.0,0.0,0.0,-94.27135993426012,32.50540215,,57460.0
102,223.05,1115285.0,14.159903139736551,0.0,0.0,20.78227554423004,-94.60883001976757,32.56092995,2.0,73980.0
103,59.85,585000.0,19.557884125335733,0.0,0.0,0.0,-94.54364061018182,32.5263435,,1320.0
104,20.0,769999.0,19.189688036776783,0.0,0.0,0.0,-94.35157552613006,32.38880525,3.0,251380.0
105,86.7,485000.0,31.84753816372752,0.0,0.0,0.0,-94.27527911343104,32.502526700000004,4.0,57460.0
106,10.0,1750000.0,54.17276258135122,0.0,0.0,0.0,-95.81170420292392,29.62575645,,0.0
107,11.19,779999.0,20.75301532425131,0.0,0.0,3.431195293769965,-94.38206523020816,32.5759629,3.0,181860.0
108,124.0,310525.0,6.461047333516863,0.0,0.0,56.79255515214636,-94.41867058127583,32.6745789,1.0,37930.0
109,39.11,281000.0,27.98985736683016,0.0,0.0,0.0,-94.5685605117542,32.698697800000005,1.0,219560.0
110,19.86,468800.0,10.15951304521712,0.0,0.0,0.0,-94.50334191191638,32.55494285,4.0,152550.0
111,10.01,185000.0,11.167086261476468,0.0,0.0,0.0,-95.77323934183866,29.31668695,,0.0
112,79.06,751000.0,2.902774033670843,0.0,0.0,0.0,-95.70893460076924,29.3495143,1.0,0.0
113,13.76,325000.0,16.53762703154853,0.0,0.0,0.0,-95.79931661431785,29.4098523,2.0,260.0
114,10.01,664900.0,14.539731374775608,0.0,0.0,0.0,-95.80949050937156,29.39311785,2.0,313990.0
115,39.5,1400000.0,27.463207533655662,0.0,0.0,0.0,-95.83495774798234,29.46563375,2.0,0.0
116,28.58,550000.0,15.200868934247737,0.0,0.0,0.0,-95.83056694840718,29.467715,2.0,0.0
117,13.68,362500.0,18.310514981554004,0.0,0.0,0.0,-95.90094481414783,29.3480632,2.0,0.0
118,20.47,499900.0,18.0677646337545,0.0,0.0,0.0,-95.87180761584747,29.42463675,2.0,0.0
119,116.61,2915250.0,13.788912508638992,0.0,0.0,0.0,-95.81024231081796,29.44850775,,0.0
120,19.32,240000.0,13.842933595443114,0.0,0.0,0.0,-95.73704000314112,29.3918459,2.0,0.0
121,10.0,208000.0,19.32856922286681,0.0,0.0,0.0,-96.01731334824812,29.47435175,2.0,0.0
122,55.0,1219171.0,22.38984576031089,0.0,0.0,0.4226991755885863,-95.79928632614568,29.47857525,,0.0
123,10.22,679000.0,46.65338298974102,0.0,0.0,0.0,-95.76908413467942,29.3776852,3.0,0.0
124,15.12,453600.0,46.59803444100828,0.0,0.0,89.80135153332955,-95.7806371269775,29.3100101,,0.0
125,16.17,350000.0,49.860156996040885,0.0,0.0,0.0,-96.01649728466184,29.4960492,,2490.0
126,62.4,725900.0,19.183553981382232,0.0,0.0,7.033539109749324,-95.89157534365916,29.35519205,2.0,0.0
127,10.51,260000.0,21.21608927355444,0.0,0.0,0.0,-96.04307728345584,29.5984377,4.0,268790.0
128,49.25,2388528.0,10.034623183787872,0.0,0.0,81.07235776451576,-95.94049074565496,29.7128186,4.0,0.0
129,61.2,732000.0,4.819854846392536,0.0,0.0,1.1353157773341866,-95.77360854549278,29.3090916,,0.0
130,20.98,184500.0,5.959432423592521,0.0,0.0,0.0,-95.84507216402982,29.37046245,2.0,0.0
131,79.0,2400000.0,51.23009781946128,0.0,0.0,0.0,-95.78195378186749,29.46260975,,0.0
132,121.3,927900.0,0.0,0.0,0.0,0.0,-95.76943191061048,29.3203732,,0.0
133,11.0,3000000.0,0.0,0.0,0.0,0.0,-95.90158442615312,29.7001131,4.0,0.0
134,40.0,162000.0,0.0,0.0,0.0,0.0,-94.0467865492782,32.61668995,1.0,145340.0
135,10.02,435000.0,0.0,0.0,0.0,0.0,-94.14992546515406,32.4429058,2.0,212100.0
136,20.0,750000.0,16.83323672027917,0.0,0.0,0.0,-98.387632,26.3646796,3.0,
137,841.0,6307500.0,77.88041523491866,0.0,0.0,0.0,-98.2483881387666,26.37999029682249,,
138,14.48,685000.0,45.94899929447516,0.0,0.0,0.0,-98.00488012722973,26.2210169,2.0,
139,22.0,1430000.0,51.61397279554165,0.0,0.0,0.0,-98.3033982141974,26.3573717,,
140,10.0,1600000.0,15.123845683823427,0.0,0.0,0.0,-98.20468697397732,26.1593236,5.0,
141,23.88,384000.0,14.748753642804196,0.0,0.0,0.0,-98.3908597277076,26.4197734,3.0,
142,30.7,646000.0,29.565398712717904,0.0,0.0,0.0,-98.24085313791446,26.37620225,2.0,
143,37.49,2995000.0,28.036805176202765,0.0,0.0,0.0,-98.08754531089248,26.1903807,1.0,
144,19.09,240000.0,36.77846897523679,0.0,0.0,0.0,-98.05896798143444,26.36007375,3.0,
145,14.5,399900.0,16.375431804982053,0.0,0.0,0.0,-98.30198851545671,26.32089255,2.0,
146,10.27,4050000.0,16.25358262773021,0.0,0.0,0.0,-98.2119252766937,26.28088685,7.0,
147,10.87,1100000.0,30.67052432531895,0.0,0.0,0.0,-98.26997576677051,26.2393778,5.0,
148,21.51,959000.0,50.07756540450139,0.0,0.0,0.0,-98.23421065089724,26.4064355,,
149,3140.0,8949000.0,22.00027404709032,0.0,0.0,0.2703660642674992,-98.41617314147112,26.55065175,6.0,
150,38.3,248950.0,23.8083723254732,0.0,0.0,0.0,-97.89033251409172,26.0742313,,
151,10.4,229000.0,18.58383374163185,0.0,0.0,0.0,-98.07427847434738,26.07281755,,
152,20.0,190000.0,19.572104503814,0.0,0.0,0.0,-98.02464145,26.48320515,,
153,19.38,250000.0,18.099005345643228,0.0,0.0,0.0,-98.0055063202395,26.4756717,,
154,20.0,900000.0,13.59926625339705,0.0,0.0,0.0,-98.0420885026516,26.19004915,,
155,30.15,2250000.0,49.34665491368463,0.0,0.0,0.0,-98.1004333810377,26.316911150000003,,
156,80.0,1560000.0,66.99105705209735,0.0,0.0,0.0,-98.05936594033312,26.158907328543727,,
157,14.17,900000.0,26.46072516168594,0.0,0.0,0.0,-98.19212022293108,26.32587825,,
158,39.08,2700000.0,21.69115043080465,0.0,0.0,0.0,-98.21434280036726,26.1514989,,
159,45.07,699000.0,49.96938358156757,0.0,0.0,0.0,-98.37309620887802,26.39631275,1.0,
160,12.32,230000.0,49.68796189006498,0.0,0.0,0.0,-98.38705507462078,26.4137225,1.0,
161,15.77,1600000.0,15.116510757723598,0.0,0.0,0.0,-98.15165929435516,26.33535905,3.0,
162,10.0,185000.0,52.76138422396232,0.0,0.0,0.0,-98.0373539536557,26.3525546,3.0,
163,22.12,302616.0,18.220260185990504,0.0,0.0,0.0,-98.31714453022184,26.35090815,4.0,
164,20.0,500000.0,35.67751037019664,0.0,0.0,0.0,-97.960769216044,26.13544535,2.0,
165,11.27,350000.0,15.513708294183065,0.0,0.0,0.0,-98.09975458254048,26.1838385,2.0,
166,147.0,565950.0,0.0,0.0,0.0,0.0,-98.32386416451756,26.7000704,,
167,95.0,760000.0,0.0,0.0,0.0,0.0,-98.3155823592868,26.52676845,,
168,400.0,2890000.0,0.0,0.0,0.0,0.0,-98.0912399326498,26.66151085,,
169,18.55,185500.0,0.0,0.0,0.0,0.0,-97.9160511247697,26.20876525,2.0,
170,40.0,440000.0,0.0,0.0,0.0,0.0,-97.92107360439066,26.2082128,2.0,
171,82.2,4932180.0,11.574994934146767,0.0,0.0,0.5447570009727231,-97.07015588547652,33.18463905,,
172,11.96,1297000.0,52.31577586207763,0.0,0.0,0.0,-97.01966363544024,33.25779365,2.0,
173,30.0,1595000.0,47.95899449944145,0.0,0.0,1.9184284007148065,-97.19837325448376,33.2533528,,
174,156.0,10920000.0,52.984718833177126,0.0,0.0,0.0306161133358813,-97.190152711575,33.039327150000005,,
175,12.0,529000.0,17.33887893618639,0.0,0.0,0.0,-97.16748871300192,33.2669023,3.0,
176,23.17,1650000.0,11.509629562840496,0.0,45.13171480847095,0.0,-97.07124190822086,33.2839553,3.0,
177,10.67,1999900.0,83.19485716428328,0.0,0.0,0.0,-97.18256790205297,33.1886602,2.0,
178,165.0,3465000.0,18.69701266289176,0.0,0.0,12.058203425086113,-97.19346324439128,33.30139315,,
179,17.0,775000.0,19.44157561273954,0.0,0.0,34.52072417152542,-97.30240684969274,33.26820455,2.0,
180,72.0,864000.0,12.680682551859904,0.0,0.0,0.0,-97.35704083370814,33.32657315,,
181,18.23,1200000.0,3.1998097211712366,0.0,0.0,1.891573341445644,-96.9788827808805,33.2553732,2.0,
182,13.02,1379000.0,23.48886917104295,0.0,0.0,26.5603569254284,-96.98697811173264,33.2377171,2.0,
183,12.0,166800.0,19.82240707500669,0.0,0.0,0.0,-97.33975780203336,33.323819349999994,,
184,20.0,1565000.0,28.970245782181607,0.0,0.0,0.0,-96.99937539204063,33.214771,,
185,23.04,1875000.0,17.65002985310507,0.0,0.0,8.458942319518568,-96.9628134747731,33.34043355,3.0,
186,130.59,4570650.0,28.152637499460752,0.0,0.0,2.0630003862581603,-97.24119030732145,33.28334435,,
187,64.1,2500000.0,50.05213884305388,0.0,0.0,0.0,-96.9397783868596,33.32460055,,
188,10.0,499000.0,85.11881858866415,0.0,0.0,0.0,-96.95345786809108,33.396174,,
189,54.29,2595000.0,24.66783858779415,0.0,0.0,0.0,-96.96336527846506,33.3027539,4.0,
190,130.8,17092944.0,7.490463050992279,0.0,40.77831406094143,19.330217915674783,-97.24352613122906,33.05201725,,
191,18.0,1170000.0,12.604067841020717,0.0,0.0,0.0,-96.86151862195148,33.28692505,,
192,40.0,1400000.0,39.04625465691486,0.0,0.0,8.09694037537086,-97.348412002071,33.082129050000006,,
193,10.78,899900.0,11.119019356576556,0.0,0.0,0.0,-97.1939054869727,33.2785027,4.0,
194,23.05,1875000.0,16.632124320154894,0.0,0.0,44.3329148991436,-96.96303809566716,33.33697945,3.0,
195,24.22,1099999.0,19.93117226892613,0.0,0.0,0.0,-96.9218687996127,33.2940462,3.0,
196,32.9,649000.0,17.04282623747517,0.0,0.0,37.42782873260781,-96.99880341330666,33.30311815,,
197,83.76,875000.0,25.244172188323933,0.0,0.0,0.0,-97.34654622235291,33.3502993,4.0,
198,31.6,1100000.0,16.544657880659376,0.0,0.0,2.01826753849755,-97.23444549622496,33.31309625,3.0,
199,10.23,685000.0,50.01610223571854,0.0,0.0,0.0,-97.35245805523796,33.3007104,3.0,
200,50.4,3125000.0,14.017732669888144,0.0,0.0,1.1437154333504662,-96.94420363729634,33.2709278,,
201,29.27,1900000.0,41.0758152237262,0.0,0.0,0.0,-97.29152211299018,33.12991125,2.0,
202,10.22,1850000.0,0.0,0.0,0.0,0.0,-96.84548670020786,33.3031889,,
203,19.46,3400000.0,0.0,139.60757031712166,0.0,0.0,-96.95618385435787,33.19196145,2.0,
204,32.04,799900.0,0.0,0.0,0.0,0.0,-97.38766409625292,33.132894,4.0,
205,32.27,595000.0,0.0,0.0,0.0,0.0,-97.38587346356324,33.128619400000005,4.0,
206,11.02,1223220.0,0.0,0.0,0.0,0.0,-96.86894339385704,33.28519815,,
207,10.0,1500000.0,28.017673736311064,0.0,0.0,0.0,-98.2516668413502,26.30196565,7.0,
208,48.76,1219000.0,3.204078755180253,0.0,0.0,0.0,-98.08274327424434,26.18904345,,
209,14.98,2550000.0,44.693686616782415,0.0,0.0,0.0,-98.03825426773416,26.18500455,,
210,10.7,3350000.0,17.37196315946379,0.0,0.0,0.0,-98.3495284,26.290456,,
211,30.0,1950000.0,3.723437700747551,0.0,0.0,0.0,-97.93871086149348,26.37179465,2.0,
212,65.06,2600000.0,28.10149043476876,0.0,0.0,0.0,-98.12281904835986,26.31245395,1.0,
213,13.8,385000.0,18.838083801710145,0.0,0.0,0.0,-98.13863139998656,26.38262255,2.0,
214,10.0,599000.0,14.842186564527978,0.0,0.0,0.0,-97.34736315687796,33.2591798,3.0,
215,21.04,2950000.0,25.7258100428838,0.0,0.0,0.0,-96.98041570718532,33.156961,,
216,10.0,850000.0,13.68388215661919,0.0,0.0,0.0,-96.8908572732317,33.27621645,,
217,178.16,2300000.0,0.0,0.0,0.0,0.0,-106.18658100437868,31.570811264642032,2.0,0.0
218,11.22,2950000.0,6.767593831360278,0.0,0.0,0.0,-98.2751241571604,26.1817545,6.0,
219,35.35,750000.0,28.528110242624944,0.0,0.0,0.0,-102.31181436553496,31.68002082521265,0.0,128225.0
220,10.11,202200.0,0.0,0.0,0.0,0.0,-102.55305119822474,31.84980006815992,2.0,0.0
221,40.0,433990.0,0.0,0.0,0.0,15.43043699178096,-102.29968333609116,31.67783129647746,3.0,426.0
222,17.46,2850000.0,31.86208881027917,0.0,0.0,0.0,-95.44834516563296,29.5088191,,192220.0
223,11.67,750000.0,23.7268049741758,0.0,0.0,0.0,-95.80273959792444,29.5872293,1.0,199940.0
224,15.0,3550000.0,10.355059017015629,0.0,0.0,0.0,-95.65311482307756,29.67121985,2.0,25210.0
225,113.0,2486000.0,17.396999657673266,32.20244729753987,0.0,7.71277879615055,-95.66117958778634,29.39783115,,4620.0
226,10.03,1100000.0,15.563183910829109,37.99833547551314,0.0,0.0,-95.46494612585498,29.45119615,6.0,1258590.0
227,10.0,599900.0,13.544286226791105,0.0,0.0,0.0,-95.47371787496944,29.4478136,2.0,177490.0
228,11.72,1700000.0,15.08373818902874,0.0,0.0,0.0,-95.46590187585304,29.4413242,,113770.0
229,17.35,433875.0,33.816547737890595,0.0,0.0,0.0,-95.61351588553056,29.3533826,3.0,0.0
230,13.6,2500000.0,12.12247640333601,0.0,0.0,51.853656319747735,-95.44845653739476,29.58477425,,0.0
231,28.17,18404400.0,50.01567482471274,0.0,0.0,1.8116986560712376,-95.79538170040536,29.538189,,0.0
232,154.76,13154600.0,49.06837679473488,0.0,0.0,0.0,-106.63042081758316,31.89747063582365,,0.0
233,51.22,5950000.0,86.42830609274557,0.0,0.0,0.0,-106.60809173791822,31.87744673873459,,0.0
234,11.0,2500000.0,50.755815005355856,0.0,0.0,0.0,-106.61732764105425,31.905055740024284,4.0,359728.0
235,122.14,699000.0,19.172578716636483,0.0,0.0,0.0,-106.15033939611428,31.60056278073033,,0.0
236,23.64,355200.0,19.67530946681743,0.0,0.0,0.0,-106.1606097719114,31.45784443317057,,0.0
237,57.05,1125000.0,13.744712189960454,0.0,0.0,0.0,-106.21624716530631,31.545704296827367,,0.0
238,50.93,3310500.0,18.98728468825396,0.0,0.0,0.0,-106.2671626405826,31.66861839585126,,0.0
239,14.15,1099000.0,16.537959600232405,0.0,0.0,0.0,-106.58545125601128,31.98841574430335,,0.0
240,10.0,160000.0,26.12807405911949,0.0,0.0,0.0,-106.12058817325442,31.645876061654604,,0.0
241,17.0,699000.0,53.81017402666432,0.0,0.0,0.0,-106.47992048010258,31.7818349910045,,0.0
242,18.29,2970000.0,63.41452149666823,0.0,0.0,0.0,-106.2482600145469,31.66589902147684,,0.0
243,11.5,440000.0,99.73802572420038,0.0,0.0,0.0,-106.20877392159838,31.55097233540865,,0.0
244,24.5,800000.0,41.54858366112065,0.0,0.0,0.0,-106.37303935117536,31.924732420839483,,0.0
245,57.79,250000.0,7.296405473742363,0.0,0.0,0.0,-106.0835740945704,31.54160611283427,2.0,0.0
246,14.33,715000.0,4.836346807797914,0.0,0.0,0.0,-106.22823277006704,31.63568930566361,4.0,0.0
247,18.69,336500.0,0.0,0.0,0.0,0.0,-106.2415893681708,31.55606013849991,,0.0
248,10.1,65000.0,0.0,0.0,0.0,0.0,-106.156139310412,31.61659539566224,2.0,0.0
249,33.49,950000.0,12.38868915716628,0.0,0.0,0.0,-98.29669140113904,26.2581819,3.0,
250,10.51,460000.0,14.63575024381233,0.0,0.0,0.0,-98.31329044784152,26.25337125,2.0,
251,14.93,313425.0,35.35043482792276,0.0,0.0,0.0,-106.21747583329534,31.54864864025816,,0.0
252,467.0,3500000.0,19.027544294442272,0.0,20.182034048685185,0.0,-98.43036671134848,26.20842295,,
469,20.59,4900000.0,9.847320070357927,0.0,0.0,0.0,-97.90226750481136,30.177355050000003,5.0,638800.0
470,28.0,749000.0,38.24122942603938,0.0,0.0,0.0,-97.38271304508471,30.41881895,2.0,0.0
471,22.07,500000.0,15.176772766973356,0.0,0.0,0.0,-100.87483518714969,32.7010729,,
472,13.29,199950.0,53.157418520747385,0.0,0.0,0.0,-100.21779055660171,30.016391749589744,,49629.0
473,51.0,1295000.0,14.995838483431148,0.0,0.0,0.0,-94.99949123502044,33.009877681759846,3.0,576579.0
474,145.56,319504.0,12.534487783147105,0.0,0.0,0.0,-100.40410441111312,30.11265970214892,,441494.0
475,32.5,195000.0,16.82571739010925,0.0,0.0,0.0,-99.7597130167141,30.181945160815765,,20342.0
